NOUN	NOUN FREQ	NUMBER OF SYLLABLES IN THE BASE	PREFIX	THEME SHARED WITH THE BASE VERB (with v1|v2)	NOUN SUFFIX (wrt v1|v2 or a|v1 etc.)	RETROGRADE	PARENT noun	how parent noun derived from its parent	PARENT adjective	how parent adjective derived from its parent	PARENT other pos	how parent word(other pos) derived from its parent	PARENT verb1	how parent verb1 derived from its parent	v1 theme	v1 aspect	v1 conjug class	v1 has a suffixed aspect counterpart	PARENT verb2 = v1's suffixed counterpart	how parent verb2 derived from its parent	v2 theme	v2 aspect	v2 conjug class	NOUN ALSO AS NNI.*
loutkař	3	1#2	no	x	ař	řaktuol	loutka	UNMOT																no
mýdlař	3	2	no	x	ař	řaldým	mýdlo	deVother																no
pizzař	3	1	no	x	ař	řazzip	pizza	LOAN																no
pluhař	3	1	no	x	ař	řahulp	pluh	UNMOT																no
stylař	3	1	no	x	ař	řalyts	styl	LOAN																no
tempař	3	1	no	x	ař	řapmet	tempo	LOAN																no
ušař	3	1	no	x	ař	řašu	ucho	UNMOT																no
žumpař	3	1	no	x	ař	řapmuž	žumpa	UNMOT																no
autokrosař	4	3	no	x	ař	řasorkotua	autokros	LOAN																no
cvočkař	4	1#2	no	x	ař	řakčovc	cvoček	deNdimin																no
depkař	4	1#2	no	x	ař	řakped	depka	deNother																no
dvojkař	4	1#2	no	x	ař	řakjovd	dvojka	deC																no
kaprař	4	2	no	x	ař	řarpak	kapr	UNMOT																no
kraulař	4	1	no	x	ař	řaluark	kraul	LOAN																no
medař	4	1	no	x	ař	řadem	med	UNMOT																no
muškař	4	1#2	no	x	ař	řakšum	muška	deNdimin																no
síťař	4	1	no	x	ař	řaťís	síť	UNMOT																no
stovkař	4	1#2	no	x	ař	řakvots	stovka	deC																no
střechař	4	1	no	x	ař	řahceřts	střecha	UNMOT																no
týlař	4	1	no	x	ař	řalýt	týl	UNMOT																no
drožkař	5	1#2	no	x	ař	řakžord	drožka	UNMOT																no
freskař	5	1#2	no	x	ař	řakserf	freska	LOAN																no
hradlař	5	2	no	x	ař	řaldarh	hradlo	deNother																no
chodbař	5	1#2	no	x	ař	řabdohc	chodba	deVother																no
lanař	5	1	no	x	ař	řanal	lano	UNMOT																no
slaboproudař	5	3	no	x	ař	řaduorpobals	slaboproud	COMPOUND																no
šipkař	5	1#2	no	x	ař	řakpiš	šipka	deNdimin																no
trojkař	5	1#2	no	x	ař	řakjort	trojka	deC																no
vlnař	5	1	no	x	ař	řanlv	vlna	UNMOT																no
bajkař	6	1#2	no	x	ař	řakjab	bajka	deNdimin																no
bikrosař	6	2	no	x	ař	řasorkib	bikros	LOAN																no
brzdař	6	1#2	no	x	ař	řadzrb	brzda	UNMOT																no
bytař	6	1	no	x	ař	řatyb	byt	deVother																no
dokař	6	1	no	x	ař	řakod	dok	LOAN																no
kinař	6	1	no	x	ař	řanik	kino	LOAN																no
koksař	6	1	no	x	ař	řaskok	koks	UNMOT																no
kožař	6	1	no	x	ař	řažok	kůže	UNMOT																no
párkař	6	1#2	no	x	ař	řakráp	párek	deNdimin																no
svíčkař	6	1#2	no	x	ař	řakčívs	svíčka	deNdimin																no
čtyřkař	7	1#2	no	x	ař	řakřytč	čtyřka	deC																no
krosař	7	1	no	x	ař	řasork	kros	LOAN																no
raftař	7	1	no	x	ař	řatfar	raft	LOAN																no
rolbař	7	1#2	no	x	ař	řablor	rolba	deVother																no
bludař	8	1	no	x	ař	řadulb	blud	UNMOT																no
mezkař	8	1#2	no	x	ař	řakzem	mezek	UNMOT																no
popař	8	1	no	x	ař	řapop	pop	LOAN																no
swingař	8	1	no	x	ař	řagniws	swing	LOAN																no
trekař	8	1	no	x	ař	řakert	trek	LOAN																no
dechař	9	1	no	x	ař	řahced	dech	deVaction																no
domkař	9	1#2	no	x	ař	řakmod	domek	deNdimin																no
kafař	9	1	no	x	ař	řafak	kafe	LOAN																no
značkař	9	1#2	no	x	ař	řakčanz	značka	deVother																no
dráhař	10	1	no	x	ař	řahárd	dráha	UNMOT																no
emisař	10	2	no	x	ař	řasime	emise	LOAN																no
mostař	10	1	no	x	ař	řatsom	most	UNMOT																no
půlkař	10	1#2	no	x	ař	řaklůp	půlka	deNdimin																no
vícebojař	10	3	no	x	ař	řajobecív	víceboj	COMPOUND																no
vlajkař	10	1#2	no	x	ař	řakjalv	vlajka	deVother																no
koňař	11	1	no	x	ař	řaňok	kůň	UNMOT																no
očař	11	1	no	x	ař	řačo	oči	UNMOT																no
studnař	11	1#2	no	x	ař	řanduts	studna	UNMOT																no
trojbojař	11	2	no	x	ař	řajobjort	trojboj	COMPOUND																no
holkař	12	1#2	no	x	ař	řakloh	holka	UNMOT																no
hutař	12	1	no	x	ař	řatuh	huť	UNMOT																no
strunař	12	1	no	x	ař	řanurts	struna	UNMOT																no
školkař	12	1#2	no	x	ař	řaklokš	školka	deNdimin																no
boudař	13	1	no	x	ař	řaduob	bouda	UNMOT																no
prachař	13	1	no	x	ař	řahcarp	prach	UNMOT																no
puškař	13	1#2	no	x	ař	řakšup	puška	UNMOT																no
žabař	13	1	no	x	ař	řabaž	žába	UNMOT																no
pákař	15	1	no	x	ař	řakáp	páka	UNMOT																no
technař	15	1#2	no	x	ař	řanhcet	techno	LOAN																no
uchař	15	1	no	x	ař	řahcu	ucho	UNMOT																no
sýrař	16	1	no	x	ař	řarýs	sýr	UNMOT																no
kýčař	17	1	no	x	ař	řačýk	kýč	LOAN																no
neckař	18	1#2	no	x	ař	řakcen	necky	UNMOT																no
pískař	18	1#2	no	x	ař	řaksíp	písek	UNMOT																no
chmelař	19	1	no	x	ař	řalemhc	chmel	UNMOT																no
loďař	19	1	no	x	ař	řaďol	loď	UNMOT																no
mílař	19	1	no	x	ař	řalím	míle	UNMOT																no
čtvrtkař	20	1#2	no	x	ař	řaktrvtč	čtvrtka	deNdimin																no
troškař	20	1#2	no	x	ař	řakšort	troška	deNdimin																no
vodař	20	1	no	x	ař	řadov	voda	UNMOT																no
kravař	21	1	no	x	ař	řavark	kráva	UNMOT																no
proutkař	21	1#2	no	x	ař	řaktuorp	proutek	deNdimin																no
vrchař	21	1	no	x	ař	řahcrv	vrch	UNMOT																no
ledař	22	1	no	x	ař	řadel	led	UNMOT																no
naftař	24	1	no	x	ař	řatfan	nafta	LOAN																no
stolař	24	1	no	x	ař	řalots	stůl	UNMOT																no
tyčkař	26	1#2	no	x	ař	řakčyt	tyčka	deNdimin																no
houslař	27	2	no	x	ař	řalsuoh	housle	UNMOT																no
sáňkař	28	1#2	no	x	ař	řakňás	sáňky	deNdimin																no
skikrosař	30	2	no	x	ař	řasorkiks	skikros	LOAN																no
polař	31	1	no	x	ař	řalop	pole	UNMOT																no
kasař	33	1	no	x	ař	řasak	kasa	LOAN																no
pětibojař	33	3	no	x	ař	řajobitěp	pětiboj	COMPOUND																no
vorař	33	1	no	x	ař	řarov	vor	UNMOT																no
bitkař	35	1#2	no	x	ař	řaktib	bitka	deVaction																no
diskař	37	1	no	x	ař	řaksid	disk	LOAN																no
folkař	38	1	no	x	ař	řaklof	folk	LOAN																no
dálkař	39	1#2	no	x	ař	řaklád	dálka	deAother																no
sloupkař	44	1#2	no	x	ař	řakpuols	sloupek	deNdimin																no
cyklokrosař	47	3	no	x	ař	řasorkolkyc	cyklokros	LOAN																no
klikař	48	1	no	x	ař	řakilk	klika	UNMOT																no
plynař	50	1	no	x	ař	řanylp	plyn	UNMOT																no
koulař	54	1	no	x	ař	řaluok	koule	UNMOT																no
motokrosař	55	3	no	x	ař	řasorkotom	motokros	LOAN																no
cvokař	56	1	no	x	ař	řakovc	cvok	UNMOT																no
děvkař	56	1#2	no	x	ař	řakvěd	děvka	deNother																no
ranař	59	1	no	x	ař	řanar	rána	UNMOT																no
mlékař	60	1	no	x	ař	řakélm	mléko	UNMOT																no
knihař	62	1	no	x	ař	řahink	kniha	UNMOT																no
výškař	63	1#2	no	x	ař	řakšýv	výška	deAother																no
dřevař	65	1	no	x	ař	řaveřd	dřevo	UNMOT																no
hrobař	66	1	no	x	ař	řaborh	hrob	UNMOT																no
kolař	71	1	no	x	ař	řalok	kolo	UNMOT																no
srdcař	72	1#2	no	x	ař	řacdrs	srdce	UNMOT																no
strojař	77	1	no	x	ař	řajorts	stroj	UNMOT																no
skifař	79	1	no	x	ař	řafiks	skif	LOAN																no
desetibojař	85	4	no	x	ař	řajobitesed	desetiboj	COMPOUND																no
jachtař	88	1#2	no	x	ař	řathcaj	jachta	UNMOT																no
stánkař	106	1#2	no	x	ař	řaknáts	stánek	deNdimin																no
chatař	114	1	no	x	ař	řatahc	chata	UNMOT																no
sadař	115	1	no	x	ař	řadas	sad	UNMOT																no
pivař	120	1	no	x	ař	řavip	pivo	deVother																no
četař	135	1	no	x	ař	řateč	četa	UNMOT																no
surfař	140	1	no	x	ař	řafrus	surf	LOAN																no
pejskař	144	1#2	no	x	ař	řaksjep	pejsek	deNdimin																no
smolař	148	1	no	x	ař	řaloms	smůla	UNMOT																no
zvukař	160	1	no	x	ař	řakuvz	zvuk	UNMOT																no
sázkař	171	1#2	no	x	ař	řakzás	sázka	deVaction																no
véčkař	176	1#2	no	x	ař	řakčév	véčko	deABBREV																no
pálkař	185	1#2	no	x	ař	řakláp	pálka	deVother																no
běžkař	195	1#2	no	x	ař	řakžěb	běžka	deVother																no
mlynář	216	1	no	x	ař	řánylm	mlýn	UNMOT																no
stavbař	304	1#2	no	x	ař	řabvats	stavba	deVaction																no
houbař	431	1	no	x	ař	řabuoh	houba	UNMOT																no
včelař	710	1	no	x	ař	řalečv	včela	UNMOT																no
krysař	814	1	no	x	ař	řasyrk	krysa	UNMOT																no
vinař	847	1	no	x	ař	řaniv	víno	UNMOT																no
zubař	857	1	no	x	ař	řabuz	zub	UNMOT																no
sochař	1276	1	no	x	ař	řahcos	socha	UNMOT																no
komisař	2778	2	no	x	ař	řasimok	komise	LOAN																no
vrták	27	1	no	x	ák	kátrv	vrt	deVaction					vrtat	UNMOT	a	imp	5	yes	vrtnout	UNMOT	nou	per	2	yes
vazák	1	1	no	x	ák	kázav							vázat	UNMOT	a	imp	1	no	NA					yes
šmírák	61	1	no	x	ák	kárímš							šmírovat	LOAN	ova	imp	3	no	NA					yes
piják	186	1	no	x	ák	kájip							pít	UNMOT	0	imp	3	no	NA					yes
ležák	34	1	no	x	ák	kážel							ležet	UNMOT	e	imp	4	no	NA					yes
křižák	131	1	no	x	ák	kážiřk	kříž	UNMOT	křížový	deNother			křižovat	deNother	ova	imp	3	no	NA					yes
držák	1	1	no	x	ák	kážrd							držet	UNMOT	e	imp	4	no	NA					yes
čurák	128	1	no	x	ák	káruč							čurat	UNMOT	a	imp	5	no	NA					yes
bombarďák	40	2	no	x	ák	káďrabmob							bombardovat	LOAN	ova	imp	3	no	NA					yes
pohřebák	28	2	yes1	x	ák	kábeřhop	pohřeb	deVaction																yes
obchoďák	11	2	yes1	x	ák	káďohcbo	obchod	deVaction																yes
smrťák	22	1	no	x	ák	káťrms	smrt	UNMOT																yes
čtvrťák	121	1	no	x	ák	káťrvtč			čtvrtý	deC														yes
televizák	5	3	no	x	ák	kázivelet	televize	LOAN																yes
šedivák	6	2	no	x	ák	kávideš			šedivý	deAother														yes
bedňák	7	1#2	no	x	ák	káňdeb	bedna	UNMOT																yes
sporťák	8	1	no	x	ák	káťrops	sport	LOAN																yes
žluťák	11	1	no	x	ák	káťulž			žlutý	UNMOT														yes
šosák	13	1	no	x	ák	kásoš	šos	UNMOT																yes
cesťák	17	1	no	x	ák	káťsec	cesta	UNMOT																yes
vidlák	18	2	no	x	ák	káldiv	vidle	UNMOT																yes
nervák	25	1	no	x	ák	kávren	nerv	LOAN																yes
autobusák	28	3	no	x	ák	kásubotua	autobus	LOAN																yes
všivák	29	1	no	x	ák	kávišv			všivý	deNother														yes
gumák	29	1	no	x	ák	kámug	guma	LOAN																yes
tvrďák	85	1	no	x	ák	káďrvt			tvrdý	UNMOT														yes
panák	476	1	no	x	ák	kánap	pan	UNMOT																yes
žebrák	624	2	no	x	ák	kárbež							žebrat	UNMOT	a	imp	5	no	NA					no
zpěvák	3382	1	yes1	x	ák	kávěpz							zpívat	UNMOT	a	imp	5	no	NA					no
zabiják	784	2	yes1	x	ák	kájibaz							zabíjet	deVsecimp	e	imp	4	yes	no					no
vyšetřovák	1	3	yes1	ová<ova	ák	kávořtešyv							vyšetřovat	deVsecimp	ova	imp	3	yes	no					no
vymeták	1	2	yes1	x	ák	kátemyv							vymetat	deVsecimp	a	imp	5	yes	no					no
výčepák	20	2	yes1	x	ák	kápečýv	výčep	deVaction					vyčepovat	deVpref	ova	per	3	yes	vyčepovávat	deVsecimp	ováva	imp	5	no
vekslák	83	2	no	x	ák	kálskev							vekslovat	LOAN	ova	imp	3	no	NA					no
vandrák	115	2	no	x	ák	kárdnav	vandr	LOAN					vandrovat	deNloan	ova	imp	3	no	NA					no
úleťák	4	2	yes1	x	ák	káťelú	úlet	deVaction					uletět	deVpref	ě	per	4	yes	ulétat	deVsecimp	a	per	5	no
ulejvák	23	1#2	yes1	x	ák	kávjelu							ulejvat	deVsecimp	a	imp	5	no	NA					no
tulák	437	1	no	x	ák	kálut							toulat	UNMOT	a	imp	5	no	NA					no
švihák	81	1	no	x	ák	káhivš	švih	deVaction					švihat	UNMOT	a	imp	5	yes	švihnout	UNMOT	nou	per	2	no
šupák	20	1	no	x	ák	kápuš							šupat	UNMOT	a	imp	5	yes	šupnout	UNMOT	nou	per	2	no
syčák	98	1	no	x	ák	káčys							syčet	UNMOT	e	imp	4	no	NA					no
strašák	397	1	no	x	ák	kášarts							strašit	deNaction	i	imp	4	no	NA					no
stěhovák	103	2	yes1	x	ák	kávohěts							stěhovat	UNMOT	ova	imp	3	no	NA					no
somrák	51	2	no	x	ák	kármos							somrovat	UNMOT	ova	imp	3	no	NA					no
rodák	1603	1	no	x	ák	kádor	rod	UNMOT					rodit	UNMOT	i	imp	4	no	NA					no
rajťák	2	1	no	x	ák	káťjar							rajtovat	LOAN	ova	imp	3	no	NA					no
provozák	1	2	yes1	x	ák	kázovorp	provoz	deVaction					provozovat	deNaction	ova	imp	3	no	NA					no
pojišťovák	38	3	yes1	ová<ova	ák	kávoťšijop							pojišťovat	deVsecimp	ova	imp	3	yes	no					no
podrazák	42	2	yes1	x	ák	kázardop	podraz	deVaction					podrazit	deVpref	i	per	4	yes	podrážet	deVsecimp	e	imp	4	no
pašák	67	1	no	x	ák	kášap							pašovat	LOAN	ova	imp	3	no	NA					no
pasák	381	1	no	x	ák	kásap							pást	UNMOT	0	imp	1	no	NA					no
mrzák	244	1	no	x	ák	kázrm							mrzet	UNMOT	e	imp	4	no	NA					no
mazák	209	1	no	x	ák	kázam							mazat	UNMOT	a	imp	1#5	yes	máznout	UNMOT	nou	per	2	no
lajdák	66	1	no	x	ák	kádjal							lajdat	UNMOT	a	imp	5	no	NA					no
kuřák	708	1	no	x	ák	kářuk	kouř	UNMOT					kouřit	UNMOT	i	imp	4	no	NA					no
koumák	43	1	no	x	ák	kámuok							koumat	UNMOT	a	imp	5	no	NA					no
klusák	16	1	no	x	ák	kásulk	klus	UNMOT					klusat	deNaction	a	imp	1#5	no	NA					no
kádrovák	34	2	no	ov<ova	ák	kávordák							kádrovat	deNloan	ova	imp	3	no	NA					no
chmaták	83	1	no	x	ák	kátamhc	chmat	deVaction					chmatat	UNMOT	a	imp	5	yes	chmátnout	UNMOT	nou	per	2	no
chcípák	30	1	no	x	ák	kápíchc							chcípat	UNMOT	a	imp	1#5	yes	chcípnout	UNMOT	nou	per	2	no
honák	63	1	no	x	ák	kánoh	hon	deVaction					honit	UNMOT	i	imp	4	yes (det)	no					no
hmaták	1	1	no	x	ák	kátamh	hmat	UNMOT					hmatat	UNMOT	a	imp	5	yes	hmátnout	UNMOT	nou	per	2	no
feťák	282	1	no	x	ák	káťef	fet	LOAN					fetovat	LOAN	ova	imp	3	no	NA					no
divák	11478	1	no	x	ák	kávid							dívat	UNMOT	a	imp	5	no	NA					no
cucák	76	1	no	x	ák	kácuc							cucat	UNMOT	a	imp	5	no	NA					no
bublák	9	2	no	x	ák	kálbub							bublat	UNMOT	a	imp	5	no	NA					no
bonzák	30	1	no	x	ák	káznob							bonzovat	LOAN	ova	imp	3	no	NA					no
asfalťák	1	2	no	x	ák	káťlafsa	asfalt	LOAN					asfaltovat	deNloan	ova	imp	3	no	NA					no
nezdvořák	17	2	yes2	x	ák	kářovdzen			nezdvořilý	deAneg														no
zbrojovák	12	2	yes1	x	ák	kávojorbz	zbrojovka	deNother																no
závislák	55	1#2	yes1	x	ák	kálsiváz			závislý	deVlpart														no
záporák	58	2	yes1	x	ák	káropáz	zápor	deVaction																no
zápaďák	20	2	yes1	x	ák	káďapáz	západ	deVaction																no
záložák	18	2	yes1	x	ák	kážoláz	záloha	deVaction																no
záklaďák	8	2	yes1	x	ák	káďalkáz			základní	deNother														no
výchoďák	1	2	yes1	x	ák	káďohcýv	východ	deVaction																no
vnitrák	5	2	yes1	x	ák	kártinv	vnitro	deNother																no
ústavák	1	2	yes1	x	ák	kávatsú	ústav	deVaction																no
úchylák	28	2	yes1	x	ák	kályhcú	úchyl	deVother																no
ubožák	434	2	yes1	x	ák	kážobu			ubohý	UNMOT														no
svazák	71	1	yes1	x	ák	kázavs	svaz	deVaction																no
sprosťák	67	1	yes1	x	ák	káťsorps			sprostý	deAother														no
správňák	3	1#2	yes1	x	ák	káňvárps			správný	deNother														no
soutěžák	4	2	yes1	x	ák	kážětuos	soutěž	deAother																no
rozhlasák	21	2	yes1	x	ák	kásalhzor	rozhlas	deVaction																no
průmyslovák	23	3	yes1	x	ák	kávolsymůrp			průmyslový	deNother														no
pohoďák	1	2	yes1	x	ák	káďohop	pohoda	deAother																no
podvraťák	44	2	yes1	x	ák	káťarvdop			podvratný	deVother														no
obvoďák	9	2	yes1	x	ák	káďovbo	obvod	deVother																no
nebožák	112	2	yes1	x	ák	kážoben			nebohý	deNother														no
nádražák	27	2	yes1	x	ák	kážardán	nádraží	deNother																no
dospělák	81	2	yes1	x	ák	kálěpsod			dospělý	deVlpart														no
dopravák	54	2	yes1	x	ák	kávarpod	doprava	deVaction																no
pošťák	316	1	no	x	ák	káťšop	pošta	UNMOT																no
švorcák	1	1	no	x	ák	kácrovš					švorc /D/	UNMOT												no
blbák	1	1	no	x	ák	káblb	blb	deAother	blbý	UNMOT														no
sklepák	1	1	no	x	ák	kápelks	Sklep	deNother																no
šprták	1	1	no	x	ák	kátrpš	šprt	UNMOT																no
béčák	2	1	no	x	ák	káčéb	béčko	deABBREV																no
roťák	4	1	no	x	ák	káťor			rotný	deNother														no
klaďák	4	1	no	x	ák	káďalk	klad	UNMOT																no
famák	5	1	no	x	ák	kámaf	FAMU	ABBREV																no
žiďák	5	1	no	x	ák	káďiž	Žid	UNMOT																no
čuňák	6	1	no	x	ák	káňuč	čuně	UNMOT																no
zeťák	6	1	no	x	ák	káťez	zeť	UNMOT																no
skalák	8	1	no	x	ák	kálaks	skála	UNMOT																no
flanďák	11	1	no	x	ák	káďnalf	flanda	LOAN																no
chlívák	12	1	no	x	ák	kávílhc	chlív	UNMOT																no
fronťák	13	1	no	x	ák	káťnorf	fronta	LOAN																no
paňák	13	1	no	x	ák	káňap	pán	UNMOT																no
křovák	14	1	no	x	ák	kávořk	křoví	UNMOT																no
šedák	15	1	no	x	ák	kádeš			šedý	UNMOT														no
lufťák	15	1	no	x	ák	káťful	luft	LOAN																no
ryzák	21	1	no	x	ák	kázyr			ryzí	UNMOT														no
grošák	24	1	no	x	ák	kášorg	groš	UNMOT																no
doliňák	1	2	no	x	ák	káňilod	dolina	deD																no
humusák	1	2	no	x	ák	kásumuh	humus	LOAN																no
prezenčák	1	2	no	x	ák	káčnezerp	prezence	LOAN																no
snowborďák	1	2	no	x	ák	káďrobwons	snowbord	LOAN																no
umprumák	1	2	no	x	ák	kámurpmu	umprum	deABBREV																no
víkenďák	1	2	no	x	ák	káďnekív	víkend	LOAN																no
vítkovák	1	2	no	x	ák	kávoktív	Vítkovice	deNother																no
zdravoťák	2	2	no	x	ák	káťovardz			zdravotní	deNother														no
bufeťák	2	2	no	x	ák	káťefub	bufet	LOAN																no
komeťák	2	2	no	x	ák	káťemok	kometa	UNMOT																no
pradlák	2	2	no	x	ák	káldarp	prádlo	deVother																no
slavoják	2	2	no	x	ák	kájovals	Slavoj	deNother																no
symfoňák	2	2	no	x	ák	káňofmys	symfonie	LOAN																no
tatrovák	2	2	no	x	ák	kávortat	tatrovka	deNother																no
baťovák	3	2	no	x	ák	kávoťab			Baťův	deNposs														no
fízlák	3	2	no	x	ák	kálzíf	fízl	LOAN																no
